brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size
22889,for_sale,499000,2,2,3.6,1536154,Cheboygan,Michigan,49721,2265
15342,for_sale,254900,2,1,0.29,1597380,Cedarville,Michigan,49719,768
90399,for_sale,259900,5,2,0.25,1144428,Ishpeming,Michigan,49849,2304
78841,for_sale,92000,3,1,2.5,57391,Iron River,Michigan,49935,805
27900,for_sale,38000,3,1,0.09,428723,Detroit,Michigan,48227,873
87081,for_sale,90000,3,2,0.1,559354,Detroit,Michigan,48235,1231
23082,for_sale,25000,3,1,0.13,1799086,Detroit,Michigan,48228,743
84906,for_sale,274900,3,2,0.15,235831,Ypsilanti,Michigan,48197,1458
81965,for_sale,37000,3,1,0.12,612003,Detroit,Michigan,48205,701
78754,for_sale,109900,2,1,0.07,170507,Hamtramck,Michigan,48212,950
52681,for_sale,502550,3,3,0.5,386823,South Lyon,Michigan,48178,1900
74747,for_sale,49900,3,1,0.14,414546,Saginaw,Michigan,48602,1233
52708,for_sale,246000,3,2,0.14,346034,Grand Rapids,Michigan,49506,1800
30807,for_sale,45000,3,1,0.11,413915,Detroit,Michigan,48223,1008
30807,for_sale,199900,3,2,0.45,555228,Sumpter Township,Michigan,48111,1056
33787,for_sale,899900,5,2,17,1343373,Sumpter Township,Michigan,48111,2233
67268,for_sale,61000,4,2,0.08,418846,Detroit,Michigan,48238,1154
78754,for_sale,159900,3,1,0.08,426116,Lincoln Park,Michigan,48146,1124
65382,for_sale,333744,3,2,0.17,835263,Taylor,Michigan,48180,1538
82165,for_sale,470000,5,3,1.77,1241296,Canton,Michigan,48188,2416
20583,for_sale,149900,3,2,0.15,1667111,Hillsdale,Michigan,49242,1278
47412,for_sale,299000,4,3,3.96,1518364,Three Oaks,Michigan,49128,2700
53235,for_sale,3300000,6,4,0.46,1274968,New Buffalo,Michigan,49117,2773
84274,for_sale,425000,4,3,0.37,1294483,Saint Joseph,Michigan,49085,2129
108112,for_sale,185000,3,1,0.64,429275,Union,Michigan,49130,1250
64645,for_sale,635000,4,2,0.17,1329215,Dowagiac,Michigan,49047,2007
10523,for_sale,133900,4,2,0.21,1213639,Colon,Michigan,49040,1270
81326,for_sale,399900,4,3,0.14,1520654,Clay,Michigan,48001,1818
52804,for_sale,119900,3,1,0.14,1357699,Algonac,Michigan,48001,800
46003,for_sale,167500,3,2,0.21,1674023,Memphis,Michigan,48041,1408
79373,for_sale,124900,3,2,0.12,1823950,Detroit,Michigan,48213,1182
83858,for_sale,2000000,5,6,1,1492222,Troy,Michigan,48098,5000
52976,for_sale,750000,4,4,0.43,429539,Brighton Township,Michigan,48114,3831
76308,for_sale,99900,2,1,0.2,1186570,Howell,Michigan,48843,672
78950,for_sale,349900,4,3,2.1,422874,Putnam Township,Michigan,48169,2556
104274,for_sale,619900,3,3,0.19,1390284,Shelby Township,Michigan,48316,2321
94594,for_sale,975000,3,4,0.2,227475,Rochester,Michigan,48307,3350
53961,for_sale,339900,3,3,0.29,1555533,Waterford Township,Michigan,48327,1771
60542,for_sale,255000,4,4,0.22,880685,Waterford Township,Michigan,48329,2433
30750,for_sale,399999,4,2,11.2,1334896,Lexington,Michigan,48422,2792
2176,for_sale,184900,3,1,0.15,1770027,Atlas,Michigan,48411,1200
19688,for_sale,237500,5,3,0.3,1607514,Flint,Michigan,48503,5288
52681,for_sale,38000,1,1,0.11,1606740,Flint,Michigan,48505,641
76463,for_sale,55000,4,2,0.13,1189921,Flint,Michigan,48503,2445
68093,for_sale,229000,2,2,0.19,1037208,Clio,Michigan,48420,1324
52705,for_sale,19900,2,1,0.11,1799452,Saginaw,Michigan,48601,752
79257,for_sale,124900,2,2,0.07,119025,Durand,Michigan,48429,1284
22385,for_sale,229900,4,2,1.18,1051301,Coleman,Michigan,48618,1400
30909,for_sale,79900,3,1,0.51,1355406,Ithaca,Michigan,48847,2049
66169,for_sale,699900,3,4,0.35,178530,DeWitt,Michigan,48820,2708
34097,for_sale,179900,3,2,0.22,1148504,Shepherd,Michigan,48883,1176
93897,for_sale,95000,2,2,0.22,1782255,Saint Helen,Michigan,48656,1016
53265,for_sale,90000,2,2,0.11,284460,Lansing,Michigan,48906,1304
16765,for_sale,399999,4,2,2.02,155530,Iosco Township,Michigan,48836,3055
64795,for_sale,798000,5,4,0.98,591947,Ada,Michigan,49301,4659
15346,for_sale,109900,3,2,0.11,1607059,Lansing,Michigan,48906,1144
79014,for_sale,125000,2,1,0.46,1433713,Jackson,Michigan,49201,768
86776,for_sale,99900,1,1,10,689604,Barryton,Michigan,49305,770
78804,for_sale,112000,3,2,0.36,289221,Jackson,Michigan,49203,1689
78499,for_sale,259900,4,1,3.4,1361986,Leonidas,Michigan,49066,1502
99045,for_sale,459000,4,3,2,1402346,Coloma,Michigan,49038,2332
81290,for_sale,179900,3,2,0.46,635336,Plainwell,Michigan,49080,1416
40692,for_sale,339660,3,2,0.63,435815,Adrian,Michigan,49221,1800
39006,for_sale,424900,4,1,40,1693156,Onsted,Michigan,49265,1610
109130,for_sale,579900,4,4,0.89,1214785,Adrian,Michigan,49221,5778
34265,for_sale,689900,7,4,1.73,812948,Adrian,Michigan,49221,5788
86271,for_sale,89900,4,1,0.31,665135,Paris,Michigan,49338,1496
46328,for_sale,145000,3,2,0.09,1392699,Grand Rapids,Michigan,49507,1490
40337,for_sale,225000,3,3,0.12,362469,Grand Rapids,Michigan,49507,2064
32529,for_sale,379900,3,2,0.26,1049585,Hudsonville,Michigan,49426,1614
68630,for_sale,79900,1,1,0.94,343417,Muskegon,Michigan,49442,648
48178,for_sale,99900,3,2,0.38,258011,Muskegon,Michigan,49445,1092
52708,for_sale,149900,2,1,0.13,405326,Holland,Michigan,49423,1425
22026,for_sale,360000,2,1,5.4,1661824,Walkerville,Michigan,49459,1104
57423,for_sale,70000,2,1,0.11,1554452,Idlewild,Michigan,49642,1008
23111,for_sale,210000,2,1,1.46,1472820,Williamsburg,Michigan,49690,800
16734,for_sale,324900,3,2,0.51,1740170,Northport,Michigan,49670,1720
89802,for_sale,115000,3,2,2.07,208717,Northport,Michigan,49670,1400
81152,for_sale,2700000,5,4,1.93,698801,Lake Leelanau,Michigan,49653,4180
10752,for_sale,129900,2,1,0.29,434433,Wolverine,Michigan,49799,500
22884,for_sale,319900,3,2,9,1732304,Petoskey,Michigan,49770,1484
78866,for_sale,73900,3,2,2.5,544690,Goetzville,Michigan,49736,1100
25550,for_sale,45000,1,1,0.12,655539,Newberry,Michigan,49868,961
39981,for_sale,74900,3,2,0.27,141467,Norway,Michigan,49870,1352
81829,for_sale,110000,2,3,0.59,1875791,Munising,Michigan,49884,1422
35388,for_sale,1599000,6,5,12.8,1001251,Watersmeet,Michigan,49969,6304
52911,for_sale,119000,3,1,0.09,356538,Lincoln Park,Michigan,48146,1014
30778,for_sale,529900,4,3,0.21,1304267,Macomb Township,Michigan,48042,2630
81270,for_sale,49900,2,1,0.06,643933,Detroit,Michigan,48224,844
13061,for_sale,235000,3,1,0.1,578326,Ferndale,Michigan,48220,765
23545,for_sale,130000,3,2,0.13,108632,Detroit,Michigan,48224,1031
68365,for_sale,110000,3,1,0.12,1442806,Pontiac,Michigan,48340,861
79559,for_sale,64900,2,1,1,1390024,Gladwin,Michigan,48624,890
79105,for_sale,30000,3,1,0.5,156657,Lansing,Michigan,48915,1408
52708,for_sale,209000,3,2,0.03,140542,Lowell,Michigan,49331,1456
25807,for_sale,50000,2,1,0.1,546191,Detroit,Michigan,48219,672
36938,for_sale,35000,2,1,0.17,566416,Detroit,Michigan,48219,716
82875,for_sale,99000,4,1,0.11,379467,Detroit,Michigan,48227,2310
109130,for_sale,150000,4,2,0.26,1168024,Blissfield,Michigan,49228,1700
25049,for_sale,379500,3,2,2.27,1538432,Three Oaks,Michigan,49128,2600
958,for_sale,6975000,4,8,0.61,1300458,New Buffalo,Michigan,49117,10174
49410,for_sale,469000,4,3,0.47,876372,Saint Joseph,Michigan,49085,3445
83207,for_sale,220000,3,2,0.14,1777942,Saint Joseph,Michigan,49085,1500
79460,for_sale,189900,3,2,0.25,1615963,Stevensville,Michigan,49127,1260
10495,for_sale,660000,4,4,0.37,1007680,Beverly Hills,Michigan,48025,3235
67572,for_sale,169999,9,13,0.21,1792084,Port Huron,Michigan,48060,3566
16226,for_sale,99900,2,1,0.11,859327,Madison Heights,Michigan,48071,630
30807,for_sale,49000,3,2,0.11,615886,Detroit,Michigan,48205,1170
33740,for_sale,50000,4,2,0.06,948045,Highland Park,Michigan,48203,2588
30807,for_sale,55000,3,1,0.08,127159,Detroit,Michigan,48205,1049
43491,for_sale,8500000,4,5,4.3,1703745,Grosse Pointe Shores,Michigan,48236,5490
52708,for_sale,465000,3,3,0.27,952241,Brighton,Michigan,48114,1800
15565,for_sale,130000,3,2,0.07,1613290,Detroit,Michigan,48209,1248
65382,for_sale,529741,4,3,0.17,618510,Wixom,Michigan,48393,2704
82376,for_sale,50000,6,3,0.31,1131501,Pontiac,Michigan,48342,2388
30818,for_sale,874900,4,4,0.17,1744722,White Lake,Michigan,48386,3200
19594,for_sale,538199,4,3,0.94,1502968,Grand Blanc,Michigan,48439,3080
83931,for_sale,139900,1,1,0.1,805358,Oregon,Michigan,48446,800
63026,for_sale,29000,3,1,0.1,1769142,Flint,Michigan,48507,918
16144,for_sale,62000,3,3,0.08,736679,Flint,Michigan,48503,1300
31811,for_sale,25000,3,2,0.11,443133,Flint,Michigan,48503,1012
15303,for_sale,189999,3,3,0.32,1626503,Lapeer,Michigan,48446,2800
9246,for_sale,199900,2,2,0.48,1367392,Swartz Creek,Michigan,48473,1544
33736,for_sale,30000,4,2,0.14,1792224,Saginaw,Michigan,48602,1965
52705,for_sale,44900,2,1,1.9,711817,Saginaw,Michigan,48601,1275
108156,for_sale,57900,3,2,0.15,359688,Saginaw,Michigan,48602,1547
106554,for_sale,110216,2,2,0.15,949499,Saginaw,Michigan,48601,1000
105653,for_sale,80000,4,1,0.2,646518,Standish,Michigan,48658,1200
60669,for_sale,121500,3,2,0.21,284997,Midland,Michigan,48642,1170
70868,for_sale,77000,2,2,0.34,1180679,Gladwin,Michigan,48624,980
16144,for_sale,575000,4,3,0.63,1042310,Sanford,Michigan,48657,1940
53265,for_sale,600000,5,5,0.52,474246,East Lansing,Michigan,48823,4900
16100,for_sale,158500,3,2,0.23,442341,Bay City,Michigan,48708,1560
16097,for_sale,748500,2,2,1.33,355569,Bay City,Michigan,48706,1206
10664,for_sale,235000,4,2,0.1,32228,East Lansing,Michigan,48823,1540
81325,for_sale,95900,3,1,0.17,877218,Lansing,Michigan,48911,1031
79180,for_sale,114999,2,1,0.23,153339,Lansing,Michigan,48906,872
79180,for_sale,89900,4,2,0.09,1316565,Lansing,Michigan,48906,1218
65058,for_sale,279900,5,2,1.6,1370633,Hastings,Michigan,49058,2600
35511,for_sale,365000,5,4,0.65,163556,Lowell,Michigan,49331,3200
51893,for_sale,300000,3,2,0.19,1213815,Ionia,Michigan,48846,2396
22342,for_sale,295000,3,2,0.83,1445521,Eaton Rapids,Michigan,48827,1470
6766,for_sale,199900,3,2,0.1,927819,Mount Pleasant,Michigan,48858,1650
14830,for_sale,78000,4,1,0.11,63502,Jackson,Michigan,49202,1024
30507,for_sale,53000,2,2,0.15,456040,Jackson,Michigan,49203,1186
10522,for_sale,225000,3,2,0.47,1655671,Portage,Michigan,49002,1560
91360,for_sale,300000,3,3,1.26,1077231,Allegan,Michigan,49010,2544
30807,for_sale,285600,2,2,0.57,998492,Battle Creek,Michigan,49015,1431
37761,for_sale,749000,3,2,0.3,1243982,Paw Paw,Michigan,49079,1865
10762,for_sale,193679,3,1,3.9,1797517,Delton,Michigan,49046,1160
78804,for_sale,419900,4,3,14.86,937644,Jackson,Michigan,49201,1900
54145,for_sale,479000,3,3,3.64,1656846,Belmont,Michigan,49306,3400
22408,for_sale,239900,4,3,13,1385437,Stanwood,Michigan,49346,2240
79655,for_sale,230000,4,2,0.12,428087,Grand Rapids,Michigan,49504,1709
12899,for_sale,410935,4,3,0.41,1442365,Allendale,Michigan,49401,2205
107185,for_sale,452900,3,2,0.26,1088034,Hudsonville,Michigan,49426,1569
35524,for_sale,179900,4,2,0.11,577113,Muskegon,Michigan,49441,1386
97644,for_sale,69900,3,1,0.12,1451088,Muskegon Heights,Michigan,49444,1230
23099,for_sale,319900,4,3,0.33,1045656,Holland,Michigan,49424,2170
11625,for_sale,249900,3,2,0.69,1350104,Irons,Michigan,49644,1344
33739,for_sale,175000,3,1,11.9,728961,Luther,Michigan,49656,2300
33048,for_sale,75000,2,2,2.94,1540970,Mesick,Michigan,49668,840
76001,for_sale,225000,3,2,1.23,1751165,Cadillac,Michigan,49601,1488
22899,for_sale,70000,6,2,0.29,21059,Tustin,Michigan,49688,2478
82336,for_sale,167500,2,1,0.38,1649968,Central Lake,Michigan,49622,980
15941,for_sale,1250000,3,2,0.9,1096650,Kewadin,Michigan,49648,1632
78866,for_sale,59000,2,1,0.19,284157,Sault Sainte Marie,Michigan,49783,650
16741,for_sale,115000,2,2,1.5,1989392,Saint Ignace,Michigan,49781,1138
90399,for_sale,695000,6,4,3.65,447100,Negaunee,Michigan,49866,4659
8485,for_sale,124900,4,2,0.29,1994180,Stephenson,Michigan,49887,1350
101413,for_sale,95000,3,1,0.09,477581,Detroit,Michigan,48235,1226
81496,for_sale,279900,3,2,0.19,1580860,Richmond,Michigan,48062,1600
53133,for_sale,140000,3,1,0.12,815925,Warren,Michigan,48089,1013
82338,for_sale,134900,3,2,0.2,167649,Caro,Michigan,48723,1134
74747,for_sale,72000,3,1,0.11,1144818,Bay City,Michigan,48708,1424
20677,for_sale,299900,3,2,1.07,953763,Battle Creek,Michigan,49015,1616
35522,for_sale,98000,2,1,0.14,879715,Muskegon Heights,Michigan,49444,864
65382,for_sale,352900,4,3,0.22,518731,Brownstown,Michigan,48174,2212
32245,for_sale,1200000,4,4,0.48,521625,Northville,Michigan,48168,3600
15565,for_sale,599700,4,3,0.11,1295794,Dearborn,Michigan,48126,2621
45698,for_sale,169900,2,1,0.39,1444935,Monroe,Michigan,48161,1020
84906,for_sale,895000,4,3,0.15,397286,Ann Arbor,Michigan,48104,2344
16637,for_sale,120000,5,2,0.14,1354690,Hillsdale,Michigan,49242,1850
98474,for_sale,499999,4,4,1.73,391632,Hillsdale,Michigan,49242,3854
98474,for_sale,750000,3,3,10.01,1753219,Ottawa Lake,Michigan,49267,2626
86730,for_sale,44000,2,1,0.28,100018,Sturgis,Michigan,49091,1030
35524,for_sale,194900,4,2,0.26,1695199,Berrien Springs,Michigan,49103,1392
967,for_sale,249000,2,1,0.25,1477044,Jones,Michigan,49061,760
10527,for_sale,138888,3,1,0.23,22862,Sturgis,Michigan,49091,1048
83178,for_sale,109900,3,1,0.1,1692258,Center Line,Michigan,48015,1014
52648,for_sale,474900,3,3,0.19,462028,Macomb Township,Michigan,48042,2081
13061,for_sale,34500,3,1,0.08,616812,Detroit,Michigan,48221,941
26314,for_sale,1295000,5,7,0.73,594163,West Bloomfield Township,Michigan,48302,6576
52976,for_sale,174999,2,1,0.16,751467,Oak Park,Michigan,48237,776
8158,for_sale,290500,3,2,0.28,1087071,Sterling Heights,Michigan,48310,1581
51885,for_sale,350000,3,3,0.4,1002846,Brighton Township,Michigan,48114,1632
23074,for_sale,138900,1,1,11.52,1135215,Brighton,Michigan,48116,788
16227,for_sale,582900,3,3,0.21,1654510,Washington Township,Michigan,48094,2268
79566,for_sale,220000,3,2,0.14,526235,Dearborn,Michigan,48120,1322
40641,for_sale,330000,4,3,0.78,1073937,Commerce Township,Michigan,48390,2500
60299,for_sale,409000,4,3,0.33,1696974,Grosse Ile,Michigan,48138,2366
72005,for_sale,499290,2,2,0.16,925602,Lyon Township,Michigan,48165,1852
30818,for_sale,1100000,5,6,2.06,1426321,Oakland Township,Michigan,48306,3199
91679,for_sale,429900,3,1,2.06,485350,Milford,Michigan,48381,1405
50816,for_sale,389900,3,3,0.31,1493007,Grand Blanc,Michigan,48439,1800
53470,for_sale,275000,3,2,1,1117974,Mayfield,Michigan,48446,2500
81520,for_sale,1324900,5,7,0.95,1126715,Oakland Township,Michigan,48363,6096
22565,for_sale,190000,4,3,13.41,1434660,Lake,Michigan,48445,3000
15496,for_sale,274900,3,1,9,210757,Gaines,Michigan,48436,1486
97362,for_sale,889000,4,3,20,1338137,Palms,Michigan,48465,2965
106969,for_sale,57900,4,2,3,1238491,Sanford,Michigan,48657,1740
79474,for_sale,299000,4,2,0.59,1419203,Midland,Michigan,48640,2491
69750,for_sale,629900,3,3,0.26,150997,Houghton Lake,Michigan,48629,1608
69750,for_sale,169000,4,2,0.57,48129,Houghton Lake,Michigan,48629,1600
35281,for_sale,189900,3,2,0.91,279185,Midland,Michigan,48642,1640
55202,for_sale,224900,3,1,0.23,1551650,Hale,Michigan,48739,1102
15346,for_sale,349900,4,2,0.1,1062145,East Lansing,Michigan,48823,1700
22340,for_sale,250000,8,4,0.2,1189850,Lansing,Michigan,48912,4370
35508,for_sale,125000,4,2,0.31,119615,Greenville,Michigan,48838,1575
16275,for_sale,45000,3,1,0.15,1135090,Barryton,Michigan,49305,1064
46880,for_sale,294900,3,3,0.06,1167157,Brooklyn,Michigan,49230,1824
30807,for_sale,278600,2,2,0.51,185323,Battle Creek,Michigan,49015,2431
49409,for_sale,272500,2,2,0.38,79461,South Haven,Michigan,49090,1214
10524,for_sale,289900,4,3,0.32,1027394,Marshall,Michigan,49068,2549
23135,for_sale,149900,3,1,0.31,1182315,Plainwell,Michigan,49080,1256
35527,for_sale,185000,2,1,0.15,1608289,Kalamazoo,Michigan,49008,1148
4120,for_sale,314900,3,2,0.35,1368502,Concord,Michigan,49237,1607
10387,for_sale,224900,3,2,0.21,656680,Buchanan,Michigan,49107,1850
39006,for_sale,87900,4,2,0.56,1372578,Adrian,Michigan,49221,1594
16275,for_sale,139900,3,2,0.37,648409,Big Rapids,Michigan,49307,1232
78766,for_sale,139900,3,1,0.64,1365178,Muskegon,Michigan,49442,1200
81847,for_sale,95000,2,1,0.21,1207539,Reed City,Michigan,49677,1400
58424,for_sale,159000,2,1,0.76,496391,Nunica,Michigan,49448,736
807,for_sale,325000,4,2,0.29,856408,Grand Rapids,Michigan,49504,2233
40338,for_sale,239900,4,3,0.02,400596,Wyoming,Michigan,49509,2250
88951,for_sale,429900,3,2,0.4,1024239,Grand Rapids,Michigan,49546,2239
84351,for_sale,600000,5,3,1.58,1622175,Grand Rapids,Michigan,49505,4218
35520,for_sale,750000,3,3,0.58,1009030,Mears,Michigan,49436,3040
40352,for_sale,245000,3,2,0.25,711043,Norton Shores,Michigan,49441,2456
40348,for_sale,639900,4,4,1.06,477344,Holland,Michigan,49424,3352
22563,for_sale,549000,3,2,5,1519049,Bear Lake,Michigan,49614,1777
58065,for_sale,260000,4,2,0.25,923541,Manistee,Michigan,49660,2200
94391,for_sale,94900,3,2,0.22,1698901,Crystal Falls,Michigan,49920,848
81034,for_sale,224900,3,2,0.52,626242,Chocolay Township,Michigan,49855,1856
30813,for_sale,189000,2,2,0.27,790198,Marquette,Michigan,49855,1120
104274,for_sale,69900,2,1,0.11,624539,Harper Woods,Michigan,48225,800
10521,for_sale,64900,2,1,0.16,617584,Saginaw,Michigan,48602,714
41823,for_sale,640000,6,4,0.62,730197,Southfield,Michigan,48033,3100
52976,for_sale,624900,4,2,0.2,579353,Ann Arbor,Michigan,48104,1900
45168,for_sale,149900,3,1,0.1,1519598,Dearborn Heights,Michigan,48127,1014
109914,for_sale,4900000,8,12,0.7,1338284,New Buffalo,Michigan,49117,10712
967,for_sale,249000,3,1,0.52,435684,Saint Joseph,Michigan,49085,1344
25049,for_sale,340000,3,3,1,1828072,Bridgman,Michigan,49106,1760
78499,for_sale,133000,4,2,0.1,100929,Sturgis,Michigan,49091,1646
10529,for_sale,219500,2,1,0.13,1506123,Sturgis,Michigan,49091,882
81290,for_sale,309900,3,3,0.7,850894,Sturgis,Michigan,49091,2464
52804,for_sale,298000,3,2,0.23,1652458,Almont,Michigan,48003,1409
82875,for_sale,180000,3,1,0.13,1718626,Center Line,Michigan,48015,925
78584,for_sale,189900,3,1,0.11,751254,Hazel Park,Michigan,48030,1000
82355,for_sale,129500,3,1,0.22,637031,Clinton Township,Michigan,48035,1080
81326,for_sale,145000,3,1,0.29,1708085,Mount Clemens,Michigan,48043,1008
52804,for_sale,169900,2,2,0.47,1119014,Harrison Township,Michigan,48045,768
10498,for_sale,299800,3,3,0.2,1329214,Chesterfield,Michigan,48047,1716
10297,for_sale,130000,1,1,0.4,370895,Clawson,Michigan,48017,964
68167,for_sale,85000,2,2,0.12,1752782,Detroit,Michigan,48228,1005
79574,for_sale,5000,12,4,0.1,1102670,Detroit,Michigan,48206,3794
14196,for_sale,535000,4,4,0.17,423491,Grosse Pointe Farms,Michigan,48236,3025
43809,for_sale,58000,4,1,0.08,1392581,Detroit,Michigan,48213,1383
926,for_sale,224900,2,1,0.08,1086418,Ferndale,Michigan,48220,750
92263,for_sale,450000,5,3,0.93,982749,Farmington Hills,Michigan,48336,2850
86715,for_sale,1158500,4,4,1.82,1421125,Troy,Michigan,48085,3033
80171,for_sale,80000,3,1,0.07,1336559,Ecorse,Michigan,48229,1450
36938,for_sale,68000,3,1,0.1,860850,River Rouge,Michigan,48218,950
65382,for_sale,343950,3,3,0.19,834814,Taylor,Michigan,48180,1754
18885,for_sale,1082650,5,5,0.46,1728876,Commerce Township,Michigan,48390,3159
84910,for_sale,220000,3,1,0.19,839147,Saline,Michigan,48176,950
42284,for_sale,399000,3,2,4.54,682037,Genoa Township,Michigan,48843,1570
45825,for_sale,189900,3,1,0.78,1086645,Milan,Michigan,48160,1315
47279,for_sale,905000,4,4,0.73,83643,Rochester Hills,Michigan,48307,3850
45704,for_sale,469900,4,3,0.27,384515,Shelby Township,Michigan,48315,2593
85284,for_sale,199900,2,1,0.22,198266,Pontiac,Michigan,48341,763
67572,for_sale,699900,4,3,0.29,1310798,Independence,Michigan,48348,3033
78469,for_sale,90000,2,1,0.25,1680045,Warren,Michigan,48089,1054
51873,for_sale,449900,4,3,0.39,1613753,Oxford Township,Michigan,48371,2205
51904,for_sale,599900,4,3,0.21,860045,White Lake,Michigan,48386,3106
86506,for_sale,25900,3,1,0.19,1217942,Flint,Michigan,48504,878
52681,for_sale,575000,3,2,31.69,1004882,Burton,Michigan,48529,2825
33737,for_sale,629900,3,5,12.6,1204379,Ubly,Michigan,48475,3000
79969,for_sale,540000,4,3,4.34,282927,Fenton,Michigan,48430,3346
7506,for_sale,184900,3,1,1.4,852796,Hope,Michigan,48628,1650
7506,for_sale,165900,4,3,0.22,1327493,Midland,Michigan,48640,1518
79102,for_sale,245000,3,2,0.46,89921,DeWitt,Michigan,48820,1344
30822,for_sale,279900,3,3,0.23,172579,Freeland,Michigan,48623,1968
19689,for_sale,195000,3,2,0.66,1195630,Midland,Michigan,48642,1564
604,for_sale,95500,2,1,0.24,80094,Richfield Township,Michigan,48656,880
15941,for_sale,109900,3,1,0.86,784494,Saint Helen,Michigan,48656,1500
66011,for_sale,347900,4,3,2.61,869804,West Branch,Michigan,48661,1344
